id,timestamp,action,src_ip,dst_ip,dst_port,protocol,bytes_out,threat,user
{0KRZ0EL7-6FWWGRVO-NMP8},2025-02-11T17:27:58Z,allow,192.168.1.61,172.217.0.0,80,TCP,22166,,fred.smith
{EIZ9FH9A-O1OBVF9T-6HAA},2025-02-11T17:45:38Z,block,192.168.1.61,132.59.148.148,3389,TCP,2082,geo_blocked,fred.smith
{UL2KVV4V-OVVXPR1W-40DL},2025-02-12T11:29:12Z,allow,192.168.1.61,1.1.1.1,53,TCP,53219,,fred.smith
{SEHZP20B-SEUSMTNI-TOQH},2025-02-12T10:09:37Z,allow,192.168.1.61,172.217.0.0,53,TCP,12988,,fred.smith
{EAWK2BZP-IRU9NW6I-EMO6},2025-02-12T10:04:54Z,allow,192.168.1.61,1.1.1.1,443,TCP,3972,,fred.smith
{EBPYWE94-DJK2XBJH-SQOL},2025-02-12T11:45:23Z,allow,192.168.1.61,8.8.8.8,443,TCP,25442,,fred.smith
{0X40FC93-QX40Y52D-MUFA},2025-02-12T13:31:51Z,allow,192.168.1.61,1.1.1.1,443,TCP,36537,,fred.smith
{D9O1E5PC-68J4V1L5-AUZJ},2025-02-12T17:22:40Z,block,192.168.1.61,127.231.52.204,22,TCP,1001,,fred.smith
{4QS0JPF9-O1YLJNWW-ZNAQ},2025-02-12T12:44:01Z,allow,192.168.1.61,8.8.8.8,80,TCP,40416,,fred.smith
{23JOYMSA-3C5NMR59-SUXE},2025-02-12T14:30:07Z,allow,192.168.1.61,8.8.8.8,443,TCP,22648,,fred.smith
{BOXANXFG-T7MIYVNP-07Q4},2025-02-12T10:13:57Z,allow,192.168.1.61,172.217.0.0,53,TCP,22602,,fred.smith
{A43EY4JY-DRTUR9PN-JWHP},2025-02-12T15:39:51Z,allow,192.168.1.61,172.217.0.0,443,TCP,32803,,fred.smith
{SPZ2FOOY-41MRLGKQ-2061},2025-02-12T10:15:08Z,allow,192.168.1.61,172.217.0.0,80,TCP,43018,,fred.smith
{HLC2K2XW-MCX29DJI-KLUM},2025-02-12T14:20:07Z,allow,192.168.1.61,172.217.0.0,80,TCP,34296,,fred.smith
{9O9AMFOK-SHU68HDF-0VZ2},2025-02-12T13:13:38Z,allow,192.168.1.61,8.8.8.8,80,TCP,50243,,fred.smith
{EXUVNYWU-WSPUF5EI-70VI},2025-02-12T15:33:33Z,allow,192.168.1.61,1.1.1.1,443,TCP,27536,,fred.smith
{UMFHL4VT-EP0T4TAG-RNPF},2025-02-12T10:08:30Z,allow,192.168.1.61,172.217.0.0,80,TCP,26991,,fred.smith
{JUTP06AJ-PJNBZLTH-CAV2},2025-02-12T16:42:57Z,allow,192.168.1.61,172.217.0.0,443,TCP,36165,,fred.smith
{DOMT3DCZ-2PK1SIGE-DZ3B},2025-02-12T10:53:58Z,allow,192.168.1.61,8.8.8.8,443,TCP,7621,,fred.smith
{BRVVIZCZ-DO9H1J01-BAWS},2025-02-12T13:58:51Z,allow,192.168.1.61,1.1.1.1,80,TCP,28981,,fred.smith
{F7W3VUEU-LMOJGNEG-L2SU},2025-02-12T17:16:59Z,allow,192.168.1.61,8.8.8.8,443,TCP,15272,,fred.smith
{XBCW43V1-H2G1OTXJ-26RI},2025-02-12T15:18:07Z,allow,192.168.1.61,8.8.8.8,53,TCP,19756,,fred.smith
{89SP05HR-ZUVCN1MO-W6IP},2025-02-12T12:18:41Z,block,192.168.1.61,131.31.57.221,22,TCP,3883,geo_blocked,fred.smith
{K6ND30NP-3B5L6K81-86YO},2025-02-12T11:36:31Z,block,192.168.1.61,24.153.97.50,135,TCP,4297,policy_violation,fred.smith
{3M2NMFUN-84W8FGHQ-7XDX},2025-02-13T10:19:46Z,allow,192.168.1.61,1.1.1.1,80,TCP,35378,,fred.smith
{S4SZE9GY-M72X4LKA-WWPP},2025-02-13T12:31:37Z,allow,192.168.1.61,8.8.8.8,443,TCP,26865,,fred.smith
{O5NOM11F-6LTPCZ0M-1MS8},2025-02-13T12:09:49Z,allow,192.168.1.61,1.1.1.1,53,TCP,46617,,fred.smith
{OSEM64Q3-GZV9WXIZ-DRGT},2025-02-13T10:30:39Z,allow,192.168.1.61,172.217.0.0,53,TCP,15208,,fred.smith
{8UN4KY3D-HKLO6G4H-W4MF},2025-02-13T10:22:34Z,allow,192.168.1.61,1.1.1.1,53,TCP,4542,,fred.smith
{YIMZQHNV-G3RM0VY9-UZT8},2025-02-13T17:02:16Z,allow,192.168.1.61,8.8.8.8,80,TCP,36453,,fred.smith
{PUNAPAS2-1269GZWG-9IWS},2025-02-13T15:04:15Z,block,192.168.1.61,247.93.158.74,135,TCP,2023,port_scan,fred.smith
{ZLM2JO4J-N2CWXRQ1-YKP4},2025-02-13T10:48:42Z,allow,192.168.1.61,172.217.0.0,80,TCP,35241,,fred.smith
{6YSV0HGT-WU3FDALH-0I32},2025-02-13T13:31:48Z,allow,192.168.1.61,1.1.1.1,80,TCP,10825,,fred.smith
{YUBEKZ23-V2LWTNLM-AV65},2025-02-13T15:44:30Z,allow,192.168.1.61,1.1.1.1,443,TCP,11520,,fred.smith
{W9Y25BD7-VS239NFA-P7BE},2025-02-13T10:40:04Z,allow,192.168.1.61,8.8.8.8,53,TCP,39038,,fred.smith
{Q5EESY9E-8D015G5Q-TMIB},2025-02-13T17:34:00Z,allow,192.168.1.61,1.1.1.1,80,TCP,16109,,fred.smith
{IHEYV4M6-0SJ6VRWC-5J4O},2025-02-13T10:19:57Z,allow,192.168.1.61,172.217.0.0,80,TCP,2248,,fred.smith
{3RDLNHSJ-540DU66K-6E2Q},2025-02-13T15:28:53Z,allow,192.168.1.61,8.8.8.8,443,TCP,21025,,fred.smith
{AUFBEQXY-TV4DHZYA-QU9D},2025-02-13T11:13:46Z,allow,192.168.1.61,1.1.1.1,80,TCP,46320,,fred.smith
{TWWB0PG9-XT4T5XPJ-2JP1},2025-02-13T11:20:52Z,allow,192.168.1.61,1.1.1.1,53,TCP,43958,,fred.smith
{9RL4EQ5Y-IGMUX0BJ-LRIU},2025-02-13T15:36:38Z,block,192.168.1.61,72.34.51.101,135,TCP,3441,policy_violation,fred.smith
{JL1P05PV-I385YU88-XTCS},2025-02-13T11:05:37Z,allow,192.168.1.61,172.217.0.0,443,TCP,7671,,fred.smith
{N8VTYW9T-TOIA0WG9-RKDP},2025-02-13T10:18:41Z,allow,192.168.1.61,172.217.0.0,443,TCP,14158,,fred.smith
{1NP7X8KS-6D5VG6XH-PZEY},2025-02-13T14:19:17Z,allow,192.168.1.61,172.217.0.0,80,TCP,34832,,fred.smith
{9BX6OZYF-K2GJD0M1-TI00},2025-02-13T15:35:31Z,allow,192.168.1.61,1.1.1.1,53,TCP,33680,,fred.smith
{6ARM8AIG-B646NC0M-9OUF},2025-02-13T10:03:44Z,allow,192.168.1.61,172.217.0.0,53,TCP,46975,,fred.smith
{XCHCVNP6-37JIWWJA-2N9J},2025-02-13T14:37:34Z,block,192.168.1.61,140.232.20.24,135,TCP,2121,,fred.smith
{WS0SMCE0-TLZSNL6I-2M9W},2025-02-13T14:28:14Z,allow,192.168.1.61,8.8.8.8,53,TCP,48958,,fred.smith
{TEHQ6HQN-PN3Y9K6H-IBK9},2025-02-13T16:35:34Z,allow,192.168.1.61,8.8.8.8,53,TCP,4292,,fred.smith
{FR5OAB4I-DJACXN2G-LMY5},2025-02-13T13:40:50Z,allow,192.168.1.61,1.1.1.1,53,TCP,57920,,fred.smith
{KRDDB1U6-7Q8MTOIZ-Z48L},2025-02-13T10:40:13Z,allow,192.168.1.61,8.8.8.8,443,TCP,38549,,fred.smith
{JUUJP2QD-0EVOHYMA-7DPV},2025-02-13T13:40:24Z,allow,192.168.1.61,172.217.0.0,80,TCP,43129,,fred.smith
{AC1ADUVW-3LJL50OH-ZYY7},2025-02-13T16:51:47Z,allow,192.168.1.61,8.8.8.8,53,TCP,14438,,fred.smith
{GDC4FK3X-822CAMMW-5KA2},2025-02-13T10:07:11Z,allow,192.168.1.61,8.8.8.8,80,TCP,47763,,fred.smith
{U4Z5XIKF-GR4K03FZ-SWQP},2025-02-13T11:54:31Z,allow,192.168.1.61,8.8.8.8,443,TCP,11936,,fred.smith
{Z1L1N7G9-ZHESJMAV-F06I},2025-02-13T14:59:42Z,allow,192.168.1.61,172.217.0.0,443,TCP,2413,,fred.smith
{CPPT03K8-ZMCLD3WJ-TW09},2025-02-13T15:46:13Z,allow,192.168.1.61,172.217.0.0,443,TCP,56869,,fred.smith
{0J1OJAVA-JYS5QWGI-JCT5},2025-02-13T14:27:05Z,allow,192.168.1.61,172.217.0.0,80,TCP,20000,,fred.smith
{2OATB28J-I61WZ2YP-UWPF},2025-01-15T15:14:56Z,allow,192.168.1.62,1.1.1.1,443,TCP,43364,,sherry.decker
{68CB7EMQ-3251TM5B-5SCK},2025-01-15T13:12:26Z,allow,192.168.1.62,1.1.1.1,80,TCP,19535,,sherry.decker
{97N7XA2N-FXVP2MD5-TDXZ},2025-01-15T10:10:02Z,allow,192.168.1.62,1.1.1.1,53,TCP,34145,,sherry.decker
{4RZI9UJ6-ICE5CHOX-5AA2},2025-01-15T10:35:00Z,allow,192.168.1.62,8.8.8.8,80,TCP,32554,,sherry.decker
{LNIHOM5G-IFOITNZV-1EOI},2025-01-15T12:23:45Z,allow,192.168.1.62,8.8.8.8,53,TCP,39586,,sherry.decker
{Q47XACB3-CPAEZWQK-AFVY},2025-01-15T16:05:31Z,block,192.168.1.62,89.201.126.131,3389,TCP,1171,port_scan,sherry.decker
{UTLLOU36-W6H4OCE7-G4AH},2025-01-15T16:19:39Z,allow,192.168.1.62,8.8.8.8,80,TCP,54513,,sherry.decker
{CHM0BVGX-CPMNBGGO-Q0R2},2025-01-15T10:48:18Z,allow,192.168.1.62,1.1.1.1,80,TCP,27763,,sherry.decker
{H3DAWOT3-LZ7GNZSC-A5CJ},2025-01-15T11:08:23Z,allow,192.168.1.62,172.217.0.0,80,TCP,35541,,sherry.decker
{GR0D9337-A5UM4NY3-F7OJ},2025-01-15T15:58:54Z,allow,192.168.1.62,172.217.0.0,53,TCP,2633,,sherry.decker
{60U24J2O-H058RV8K-FTAU},2025-01-15T12:57:08Z,allow,192.168.1.62,1.1.1.1,443,TCP,32768,,sherry.decker
{LSEP8MXU-V66YTWL4-8O0D},2025-01-15T12:44:26Z,allow,192.168.1.62,8.8.8.8,53,TCP,25465,,sherry.decker
{EC9CY5VK-0GAQOMF8-20TQ},2025-01-15T13:57:01Z,allow,192.168.1.62,1.1.1.1,80,TCP,41554,,sherry.decker
{MAPKDFA2-20LXPO1H-70FL},2025-01-15T15:19:39Z,allow,192.168.1.62,1.1.1.1,53,TCP,44842,,sherry.decker
{0N7YLVMS-1HVHSGTR-7V2D},2025-01-15T16:37:13Z,block,192.168.1.62,123.50.129.104,3389,TCP,895,geo_blocked,sherry.decker
{9FNN1NZW-RG62GB9R-8T2V},2025-01-15T10:39:09Z,allow,192.168.1.62,172.217.0.0,443,TCP,24310,,sherry.decker
{UVN43KHC-IGZJ5071-7Y9U},2025-01-15T10:19:19Z,allow,192.168.1.62,172.217.0.0,443,TCP,22744,,sherry.decker
{9PFSFKPW-NGI4QW4Y-OTK6},2025-01-15T12:51:01Z,allow,192.168.1.62,8.8.8.8,443,TCP,11976,,sherry.decker
{E0U38VJN-3KIVW4X5-4ZPG},2025-01-15T16:46:57Z,allow,192.168.1.62,172.217.0.0,80,TCP,54490,,sherry.decker
{SO9ZUKLB-P3CX5DF4-AW98},2025-01-15T13:00:17Z,allow,192.168.1.62,1.1.1.1,53,TCP,26626,,sherry.decker
{TABM2UIK-49ICTMZR-VCHH},2025-01-15T11:09:24Z,allow,192.168.1.62,172.217.0.0,80,TCP,24535,,sherry.decker
{CNCJCI1G-T9W4LNGL-8F1S},2025-01-15T10:28:07Z,allow,192.168.1.62,172.217.0.0,443,TCP,50728,,sherry.decker
{0QZK2O4J-RQ4H1K0M-FF63},2025-01-15T15:49:20Z,allow,192.168.1.62,8.8.8.8,53,TCP,59865,,sherry.decker
{MYA30CXN-SPBIJN5C-C0YV},2025-01-15T15:53:46Z,allow,192.168.1.62,1.1.1.1,53,TCP,45474,,sherry.decker
{RC6FW50H-1FMHBYV3-1NO6},2025-01-15T17:42:49Z,allow,192.168.1.62,1.1.1.1,80,TCP,22646,,sherry.decker
{HYH3IQMB-0E3V8NT3-XUEN},2025-01-15T17:27:43Z,allow,192.168.1.62,8.8.8.8,53,TCP,35473,,sherry.decker
{ARL2DBRJ-XFB1YB5A-2E1L},2025-01-15T12:14:23Z,allow,192.168.1.62,8.8.8.8,443,TCP,25648,,sherry.decker
{U854E0QZ-TG9BJJRI-XIXR},2025-01-15T16:46:07Z,allow,192.168.1.62,8.8.8.8,443,TCP,48653,,sherry.decker
{HAUZN32W-K4P3XQCH-Y5QA},2025-01-15T16:09:48Z,allow,192.168.1.62,8.8.8.8,443,TCP,31448,,sherry.decker
{NJ7PF0D0-6EMXAEAG-P9C6},2025-01-15T16:37:23Z,allow,192.168.1.62,8.8.8.8,53,TCP,29156,,sherry.decker
{TV5X6S63-D7FZTGJW-P6B3},2025-01-15T14:09:27Z,allow,192.168.1.62,8.8.8.8,53,TCP,21298,,sherry.decker
{8YCAJZ8Z-IJMD0DPE-KPXG},2025-01-15T14:17:51Z,allow,192.168.1.62,172.217.0.0,53,TCP,15043,,sherry.decker
{RR964W62-Y9SY1JOW-YTR3},2025-01-15T15:37:11Z,block,192.168.1.62,165.64.178.80,22,TCP,4645,geo_blocked,sherry.decker
{CEUUOFHO-WRD3CTQU-TQX5},2025-01-15T16:16:32Z,allow,192.168.1.62,1.1.1.1,53,TCP,27484,,sherry.decker
{T86L80C4-W0ZXDGAA-0U8P},2025-01-15T11:28:47Z,allow,192.168.1.62,8.8.8.8,80,TCP,56485,,sherry.decker
{BOPPTVL9-X5IKA57N-E3GL},2025-01-16T11:17:52Z,allow,192.168.1.62,1.1.1.1,443,TCP,52862,,sherry.decker
{GHMY68VZ-XOFGSSN1-8YEL},2025-01-16T14:17:19Z,allow,192.168.1.62,172.217.0.0,80,TCP,46801,,sherry.decker
{HSPZHKFR-SJNW8HR5-HIG2},2025-01-16T10:49:31Z,allow,192.168.1.62,8.8.8.8,443,TCP,17359,,sherry.decker
{B2QZFE9P-6YR0671J-CANJ},2025-01-16T11:36:22Z,allow,192.168.1.62,8.8.8.8,443,TCP,44245,,sherry.decker
{N7SYQLHK-T1E1OSRA-VIF0},2025-01-16T12:53:49Z,allow,192.168.1.62,172.217.0.0,443,TCP,10489,,sherry.decker
{J7XLM16W-NP8W0LJS-LCV6},2025-01-16T12:02:04Z,allow,192.168.1.62,8.8.8.8,53,TCP,18992,,sherry.decker
{NYH347MR-VA4S4HPE-SCP8},2025-01-16T10:55:56Z,block,192.168.1.62,25.143.151.207,3389,TCP,3643,,sherry.decker
{S2OEAZGI-0CHMCEYX-FG04},2025-01-16T10:50:42Z,allow,192.168.1.62,172.217.0.0,53,TCP,31949,,sherry.decker
{F33PLTIK-YO884TQV-T5MO},2025-01-16T17:54:08Z,allow,192.168.1.62,172.217.0.0,53,TCP,43103,,sherry.decker
{RBUXI1JE-ODCX8N6S-CDK4},2025-01-16T17:32:22Z,block,192.168.1.62,114.37.116.166,22,TCP,340,port_scan,sherry.decker
{NQXAGKNN-CFWUUY8B-YFQX},2025-01-16T14:37:06Z,allow,192.168.1.62,8.8.8.8,53,TCP,35715,,sherry.decker
{2F4IMMLH-4WK4H6OE-3MPE},2025-01-16T13:35:34Z,allow,192.168.1.62,8.8.8.8,53,TCP,31943,,sherry.decker
{YUP45H9M-WOMEAM87-P4U5},2025-01-16T17:48:06Z,allow,192.168.1.62,8.8.8.8,53,TCP,23005,,sherry.decker
{TTXJQ2GJ-L3YJPXIF-W5DR},2025-01-16T15:04:41Z,allow,192.168.1.62,172.217.0.0,53,TCP,49665,,sherry.decker
{FRJGZVPP-0722ZCKL-NQSC},2025-01-16T11:13:29Z,allow,192.168.1.62,8.8.8.8,53,TCP,19119,,sherry.decker
{UJZ80PNR-4VQ4FYYN-6YQI},2025-01-16T12:37:51Z,allow,192.168.1.62,8.8.8.8,443,TCP,18439,,sherry.decker
{90NW6B86-N7YRPSWS-QL2C},2025-01-16T14:24:10Z,allow,192.168.1.62,1.1.1.1,80,TCP,42075,,sherry.decker
{KEHITMB0-NWPQZU3C-KC2Z},2025-01-16T17:42:15Z,allow,192.168.1.62,1.1.1.1,53,TCP,37971,,sherry.decker
{6VFCZAB1-OOKJ1KVO-38GP},2025-01-16T17:47:51Z,allow,192.168.1.62,172.217.0.0,53,TCP,48428,,sherry.decker
{W949JSRD-U9SS0X0H-2T6Y},2025-01-16T10:00:30Z,allow,192.168.1.62,1.1.1.1,53,TCP,8940,,sherry.decker
{5PWCG6JS-S065GAXY-V2TF},2025-01-16T15:20:22Z,allow,192.168.1.62,172.217.0.0,443,TCP,47358,,sherry.decker
{7ZLA0FS3-4N9SQ1ZG-IAHG},2025-01-16T12:02:47Z,allow,192.168.1.62,1.1.1.1,53,TCP,4764,,sherry.decker
{NALF7HFH-AXHFSNPY-BTNO},2025-01-17T13:32:24Z,allow,192.168.1.62,172.217.0.0,443,TCP,43865,,sherry.decker
{PTRT8359-PLVWTXYT-YNLH},2025-01-17T16:18:22Z,block,192.168.1.62,136.57.111.73,23,TCP,4878,geo_blocked,sherry.decker
{NN8JZWF6-YY457LMJ-GGIX},2025-01-17T17:33:52Z,allow,192.168.1.62,8.8.8.8,53,TCP,40999,,sherry.decker
{KEUL5413-OR2GGQV7-X3JG},2025-01-17T16:23:44Z,allow,192.168.1.62,1.1.1.1,80,TCP,35038,,sherry.decker
{S7M0FD4V-SPB7W40Z-33P4},2025-01-17T13:29:40Z,allow,192.168.1.62,8.8.8.8,80,TCP,57910,,sherry.decker
{RAA2UW4L-372NQHYN-4N8J},2025-01-17T12:37:34Z,allow,192.168.1.62,172.217.0.0,443,TCP,2847,,sherry.decker
{2VEKTJD8-M2KLDU48-N0C4},2025-01-17T10:10:17Z,allow,192.168.1.62,1.1.1.1,53,TCP,13523,,sherry.decker
{D0DIFFOY-G75RGFEI-AGSB},2025-01-17T11:58:03Z,allow,192.168.1.62,8.8.8.8,53,TCP,10592,,sherry.decker
{CM8X81LU-GDVAKMTI-EPUI},2025-01-17T12:12:15Z,allow,192.168.1.62,8.8.8.8,80,TCP,45006,,sherry.decker
{XTZO6X0M-LC5AB1TV-W4YK},2025-01-17T17:17:18Z,allow,192.168.1.62,8.8.8.8,53,TCP,57529,,sherry.decker
{95KVBFYW-2GM1LHA3-NGML},2025-01-17T12:33:59Z,allow,192.168.1.62,172.217.0.0,443,TCP,37513,,sherry.decker
{O19TB8SW-7OAZGAX5-CTUH},2025-01-17T15:40:52Z,allow,192.168.1.62,172.217.0.0,443,TCP,40475,,sherry.decker
{WPFMMJ77-X7EUUZ1W-W8RE},2025-01-17T17:04:09Z,allow,192.168.1.62,8.8.8.8,80,TCP,45173,,sherry.decker
{WWN236BR-E42I67S9-OEDL},2025-01-17T16:11:24Z,allow,192.168.1.62,8.8.8.8,53,TCP,3673,,sherry.decker
{Q9CN0R84-VL9R2DFR-603H},2025-01-17T16:19:11Z,allow,192.168.1.62,172.217.0.0,53,TCP,58812,,sherry.decker
{ETK9PU2Z-J7C66T5W-FG18},2025-01-17T15:49:53Z,allow,192.168.1.62,172.217.0.0,443,TCP,35569,,sherry.decker
{W4KFOW7B-AG1E2PVA-JGR5},2025-01-17T17:44:22Z,allow,192.168.1.62,8.8.8.8,53,TCP,56309,,sherry.decker
{SXH6EXKS-Q8DEYAAT-WX1I},2025-01-17T15:32:36Z,allow,192.168.1.62,1.1.1.1,443,TCP,8772,,sherry.decker
{ETSS2ZTU-G4U0TSES-5CM3},2025-01-17T17:01:33Z,allow,192.168.1.62,8.8.8.8,53,TCP,44191,,sherry.decker
{GMXHPBAK-EUH635T4-WMXD},2025-01-17T10:10:53Z,block,192.168.1.62,252.14.184.94,23,TCP,4240,,sherry.decker
{3LYGY5SQ-NPBEZANB-A3MD},2025-01-17T17:13:03Z,allow,192.168.1.62,1.1.1.1,80,TCP,2225,,sherry.decker
{6GT5KEHO-HMW3JGP1-WG1W},2025-01-20T13:12:29Z,allow,192.168.1.62,172.217.0.0,80,TCP,2330,,sherry.decker
{Q4CD93VR-YDWF7TJ0-O9AO},2025-01-20T14:05:08Z,allow,192.168.1.62,172.217.0.0,80,TCP,34761,,sherry.decker
{QBOBVLEY-RF82Q9GQ-G1WF},2025-01-20T13:31:03Z,allow,192.168.1.62,1.1.1.1,80,TCP,36945,,sherry.decker
{BENLOVJQ-DDZ4V62L-W0LR},2025-01-20T10:13:48Z,allow,192.168.1.62,172.217.0.0,443,TCP,45164,,sherry.decker
{IAWGBWIR-EEZCOKUY-LOGH},2025-01-20T11:57:24Z,allow,192.168.1.62,8.8.8.8,53,TCP,7455,,sherry.decker
{WC1VNO9Y-UVNSIKUB-XAHN},2025-01-20T14:45:18Z,allow,192.168.1.62,8.8.8.8,443,TCP,56904,,sherry.decker
{XS27Q3Z1-EU8Z8ZFG-MYLX},2025-01-20T15:13:47Z,allow,192.168.1.62,172.217.0.0,53,TCP,30591,,sherry.decker
{SWKKP4LS-F2X2UIWP-YD7P},2025-01-20T13:03:24Z,allow,192.168.1.62,172.217.0.0,80,TCP,33562,,sherry.decker
{UBWWNNKY-RL6J9JBW-E6KF},2025-01-20T17:30:39Z,allow,192.168.1.62,8.8.8.8,443,TCP,56558,,sherry.decker
{UAJXCWO7-M18TCE55-P7AU},2025-01-20T14:00:26Z,allow,192.168.1.62,1.1.1.1,80,TCP,40399,,sherry.decker
{YH9YECLE-VBL9RY5P-JH1Y},2025-01-20T13:21:00Z,allow,192.168.1.62,1.1.1.1,53,TCP,52538,,sherry.decker
{0GZ0QRR7-26E2LU1S-NCRP},2025-01-20T13:39:14Z,allow,192.168.1.62,1.1.1.1,443,TCP,30942,,sherry.decker
{DNNY9V0D-9FN0YF8S-DIQL},2025-01-20T13:37:15Z,allow,192.168.1.62,1.1.1.1,443,TCP,17209,,sherry.decker
{69MNCAW1-PH1T7OTX-4879},2025-01-20T14:01:29Z,allow,192.168.1.62,1.1.1.1,53,TCP,46310,,sherry.decker
{23SO4UUA-0324PKAS-0E38},2025-01-20T16:48:04Z,allow,192.168.1.62,172.217.0.0,53,TCP,13754,,sherry.decker
{PSVL0P7Z-C4C119MH-0FS9},2025-01-20T15:48:25Z,allow,192.168.1.62,8.8.8.8,53,TCP,59210,,sherry.decker
{80D3EG1B-42E6U73P-V1JG},2025-01-20T10:30:24Z,allow,192.168.1.62,1.1.1.1,443,TCP,55939,,sherry.decker
{7V8GSTF0-9YHBKSIR-114G},2025-01-20T15:52:57Z,block,192.168.1.62,199.205.8.21,23,TCP,1509,geo_blocked,sherry.decker
{QLPT15VE-O2G3WWGX-I6D2},2025-01-20T10:25:36Z,allow,192.168.1.62,172.217.0.0,443,TCP,27385,,sherry.decker
{X1NL15FP-LU3MEU8Q-OZGQ},2025-01-20T11:52:39Z,allow,192.168.1.62,172.217.0.0,53,TCP,43598,,sherry.decker
{KQ2D0CPA-JPUP0S2D-KOZM},2025-01-20T16:10:43Z,allow,192.168.1.62,1.1.1.1,443,TCP,37665,,sherry.decker
{P0VGA4EC-PVR13L4M-2MNJ},2025-01-20T10:25:10Z,allow,192.168.1.62,8.8.8.8,80,TCP,8804,,sherry.decker
{I9X7A2YH-JCEKJF7J-MYRB},2025-01-20T13:14:24Z,allow,192.168.1.62,1.1.1.1,443,TCP,30085,,sherry.decker
{VCLTOQUK-ALRKCFDP-JAD2},2025-01-20T11:53:27Z,allow,192.168.1.62,8.8.8.8,80,TCP,58267,,sherry.decker
{2X6V7N2L-63ZF7PUX-K3BY},2025-01-20T11:02:18Z,allow,192.168.1.62,1.1.1.1,80,TCP,16756,,sherry.decker
{NFPAEU3C-YFSB0PJG-CLU7},2025-01-20T10:26:45Z,allow,192.168.1.62,172.217.0.0,53,TCP,41717,,sherry.decker
{Q64OQYUP-CXU3UD0G-AL78},2025-01-20T11:46:37Z,allow,192.168.1.62,1.1.1.1,443,TCP,33490,,sherry.decker
{95GNL5XT-ARR6SL10-2QVM},2025-01-20T14:08:10Z,allow,192.168.1.62,1.1.1.1,80,TCP,13010,,sherry.decker
{BWX30BKA-ECQ2PW56-C5SO},2025-01-20T14:46:21Z,allow,192.168.1.62,1.1.1.1,53,TCP,35669,,sherry.decker
{893NPFER-4J46O54K-93U6},2025-01-20T13:24:50Z,allow,192.168.1.62,172.217.0.0,443,TCP,3528,,sherry.decker
{FKUM0CIK-KS5ZLFRB-PQQT},2025-01-20T16:23:25Z,allow,192.168.1.62,172.217.0.0,80,TCP,33206,,sherry.decker
{OVVV3KAP-KFPRJ10B-H8TH},2025-01-20T13:30:49Z,allow,192.168.1.62,1.1.1.1,53,TCP,26520,,sherry.decker
{PG1WZHY2-LILJN9CS-63O0},2025-01-20T15:42:33Z,allow,192.168.1.62,1.1.1.1,80,TCP,23535,,sherry.decker
{3P9DS3PF-PLGGUK1R-HWKG},2025-01-20T13:26:37Z,allow,192.168.1.62,8.8.8.8,443,TCP,49870,,sherry.decker
{RRLD3UJA-E28KFH79-6ZH5},2025-01-20T12:25:48Z,allow,192.168.1.62,172.217.0.0,443,TCP,30227,,sherry.decker
{DRWS2IVC-5OGUXXFZ-LRRB},2025-01-20T14:43:39Z,allow,192.168.1.62,172.217.0.0,80,TCP,45009,,sherry.decker
{1H6LY3QE-3HNO8SNK-JC5S},2025-01-20T12:23:49Z,allow,192.168.1.62,172.217.0.0,443,TCP,20252,,sherry.decker
{B9ZSYFFC-58Q82DHK-QMUC},2025-01-20T12:18:17Z,allow,192.168.1.62,172.217.0.0,53,TCP,7887,,sherry.decker
{4CGK5B64-NH1BFZF8-VQ7C},2025-01-20T13:43:20Z,allow,192.168.1.62,1.1.1.1,53,TCP,12991,,sherry.decker
{BA44E0EI-F9TK66D9-8EGN},2025-01-20T15:23:56Z,allow,192.168.1.62,1.1.1.1,80,TCP,13375,,sherry.decker
{V94Z2IFD-ZOKJJI7I-27ZV},2025-01-21T13:05:57Z,allow,192.168.1.62,172.217.0.0,80,TCP,6330,,sherry.decker
{6TC1EJAU-R2JCDH9Y-7WZ3},2025-01-21T15:59:37Z,allow,192.168.1.62,172.217.0.0,80,TCP,56733,,sherry.decker
{U4XFBLE0-ZLEVEOI2-0FUH},2025-01-21T11:52:40Z,allow,192.168.1.62,8.8.8.8,53,TCP,36452,,sherry.decker
{JHGJ5Y5D-CZ5UD3CA-K92C},2025-01-21T12:56:27Z,allow,192.168.1.62,172.217.0.0,53,TCP,38302,,sherry.decker
{7XRIQESL-OPJRI6KU-AF90},2025-01-21T14:52:09Z,allow,192.168.1.62,1.1.1.1,53,TCP,18358,,sherry.decker
{Q1MCBJ81-O8UE6TFM-0ADK},2025-01-21T10:06:58Z,allow,192.168.1.62,8.8.8.8,443,TCP,34768,,sherry.decker
{SA5BKKD9-VZAYLQ10-NPTJ},2025-01-21T10:29:48Z,allow,192.168.1.62,8.8.8.8,53,TCP,50687,,sherry.decker
{SXZDVBN9-P7WG01S2-YZSX},2025-01-21T16:26:59Z,allow,192.168.1.62,1.1.1.1,80,TCP,22222,,sherry.decker
{2MKUUYX9-8FLW38FS-7CQ2},2025-01-21T14:07:51Z,allow,192.168.1.62,1.1.1.1,80,TCP,17029,,sherry.decker
{TGJ9KPV0-TQIRWK3R-OUAC},2025-01-21T15:18:11Z,allow,192.168.1.62,8.8.8.8,80,TCP,17174,,sherry.decker
{W21NVA62-4VYA8JEJ-TTNQ},2025-01-21T11:40:48Z,allow,192.168.1.62,172.217.0.0,443,TCP,39782,,sherry.decker
